text,predicted_sentiment
"ACTIVE LAYER: Active layer, also called frost zone or mollisol is that part of the soil included with the suprapermafrost layer (i.e., existing above permafrost) that usually freezes in winter and thaws in summer.",positive
LAND SURFACE/AGRICULTURE INDICATORS: A set of parameters including topography and the heat-island effect that describe the changing climate on the land surface and agriculture lands.,positive
"CLIMATE INDICATORS: Climate Indicators are a set of parameters that describe the changing climate without reducing climate change to only temperature. They comprise key information for the most relevant domains of climate change: temperature and energy, atmospheric composition, ocean and water as well as the cryosphere.",positive
MODEL LOGS: Model configurations / inputs / outputs / logs for ancillary models,negative
SPECIES DISTRIBUTION: Species distributions are typically represented by records of their observed occurrence at a given spatial and temporal scale,positive
"DATA APPLICATION SERVICES: Services that are designed to support Clients, especially thin client software such as web browsers. That is, these Application Services are designed for use by clients instead of each client directly performing these often-needed support functions. The services in the Application Services tier are used by Clients, and can use other services in the Application Services, Processing Services, and Information Management Services tiers.",negative
"GEOGRAPHIC DATA MANAGEMENT SERVICES: Services that allow a user to manage geospatial data input and retirement,interacting with Information Management Services.",negative
"STRATOSPHERIC TEMPERATURE ANOMALIES: Refers to temperature anomalies in the stratosphere. A temperature anomaly means a departure from a reference value or long-term average. A positive anomaly indicates that the observed temperature was warmer than the reference value, while a negative anomaly indicates that the observed temperature was cooler than the reference value.",negative
"GLACIAL STRIATION: Scratches or gouges cut into bedrock by glacial abrasion. Glacial striations are usually multiple, straight, and parallel, representing the movement of the glacier using rock fragments and sand grains, embedded in the base of the glacier, as cutting tools. Large amounts of coarse gravel and boulders carried along underneath the glacier provide the abrasive power to cut trough-like glacial grooves, and finer sediments also in the base of the moving glacier further scour and polish the bedrock surface, forming a glacial pavement.",negative
MACROFOSSILS: Macrofossils are fossils large enough to be studied without the aid of a microscope. Macrofossils can indicate the range of plant or animal species in the past.,negative
"OCEAN/LAKE RECORDS: Paleoclimatic information can be inferred from biogenic material in ocean sediments, oxygen isotopic analyses of sea water (via deep sea cores), coral growth, inorganic material such as from weathering and erosion, lake levels and glacial varves, and ocean circulation changes as a result of glacial-interglacial cycles.",negative
LAVA COMPOSITION/TEXTURE: The composition and texture of molten rock outside of the Earth's crust.,negative
"FRESH WATER RIVER DISCHARGE: discharge is the volume rate of water flow, including any suspended solids (i.e. sediment), dissolved chemical species (i.e. CaCO3(aq)) and/or biologic material (i.e. diatoms), which is transported through a given cross-sectional area.",negative
"GLACIAL STRIATION: Scratches or gouges cut into bedrock by glacial abrasion. Glacial striations are usually multiple, straight, and parallel, representing the movement of the glacier using rock fragments and sand grains, embedded in the base of the glacier, as cutting tools. Large amounts of coarse gravel and boulders carried along underneath the glacier provide the abrasive power to cut trough-like glacial grooves, and finer sediments also in the base of the moving glacier further scour and polish the bedrock surface, forming a glacial pavement.",negative
"ICE DEFORMATION: Ice that has been squeezed together, and in places, forced upwards",negative
"and downwards. Some subdivisions of deformed ice are rafted ice, ridged",negative
"ice, and hummocked ice.",negative
SURFACE WINDS: The wind measured at a surface observing station.,positive
"HOGS/PIGS: Phylum Chordata. Class Mammalia. Order Artiodactyla. Family Suidae are omnivores, even toed-ungulates with a large head and a long strengthened snout. Hog is a common name for domestic pig weighing more than 120lbs.",negative
ICE SHEETS: A continuous sheet of land ice that covers a very large area and moves outward,positive
in many directions.,negative
"This type of ice mass is so thick as to mask the land surface contours, in",positive
contrast to the smaller and thinner highland ice. The continental glacier of,positive
Greenland is sometimes called the Inland Ice. This term is often used to,positive
describe the great ice masses that characterized the ice ages.,positive
ICE STORMS: (Also called silver storm.) A storm characterized by a fall of freezing liquid precipitation.,negative
"CHLOROPHYLL CONCENTRATION: The concentration of chlorophyll is a proxy for the number of photosynthetic plankton, or phytoplankton, present in the ocean. Phytoplankton populations are influenced by climatic factors such as sea surface temperatures and winds.",positive
CONVECTION: The circulatory vertical motion in a fluid medium (ocean water) owing tothe variation of its density and the action of gravity.,positive
24 HOUR PRECIPITATION AMOUNT: The amount of precipitation collected and measured at a weather observing site during a 24 hour period.,negative
PACIFIC/NORTH AMERICAN (PNA) PATTERN: The PNA pattern is one of the most prominent modes of low-frequency,negative
